screen_name,created_at,location,state_abb,state,source,hashtags,text
dianestone426,2020-04-21 22:01:33,"San Francisco, CA",CA,California,Twitter for iPhone,,"Flights are nearly empty. Airlines have cut service drastically. But still, workers are dying from COVID-19.

A pilot, a flight attendant, a gate agent at LAX airport, a baggage handler at Dallas-Ft Worth and two more at JFK airport--at least 15 dead 

https://t.co/D5NxLYfMlZ"
Newyork56067343,2020-04-21 22:01:33,"New York, USA",NY,New York,Twitter for iPhone,,"“Without effective support for informal businesses and the urban poor, it is only a matter of time before social distancing restrictions created to combat COVID-19 will start to crumble.”

by ⁦@AddisuLashitew⁩ via ⁦@BrookingsGlobal⁩  https://t.co/yjIu0nlpvN"
akushnickmft,2020-04-21 22:01:33,"San Francisco, CA",CA,California,dlvr.it,,Overcoming Depression and Desperation in the Time of COVID-19 https://t.co/MzpQeJSUWh https://t.co/m3KriIWOWE
AristaWealth,2020-04-21 22:01:33,Las Vegas - Phoenix- Utah,UT,Utah,Hootsuite Inc.,,USA Today takes a look at foods you might want to keep on hand in quarantine. More @ https://t.co/qOpzSmlriG
WKBN,2020-04-21 22:01:33,"Youngstown, OH",OH,Ohio,dlvr.it,,"Trumbull County reports 8 more with COVID-19, another death https://t.co/ifYLmmCCvI https://t.co/pChkDEVHxU"
Cheryleire,2020-04-21 22:01:33,"Mount Vernon, WA",WA,Washington,Twitter Web App,,Overheard: So are we calling these armed Covid-19 protestors the “Flu Klux Klan?” Because if not that sounds like a missed opportunity.
SamDedio,2020-04-21 22:01:33,"Naples, FL",FL,Florida,AdvisorStream v2,,"As masks are becoming a requirement in many states, it feels impossible to find masks to buy. But the Surgeon General Jerome Adams showed Americans how to make one, without sewing, in just 45 seconds. https://t.co/KOlMQ85T7I https://t.co/jyfUIH23NN"
emanueldwilliam,2020-04-21 22:01:32,"Washington, DC",WA,Washington,Twitter for Android,,"Yesterday @SenatorWicker sent a letter to @NatlGovsAssoc, @AAAEDelivers, @AAMVAConnection, &amp; @USTravel about challenges in meeting the new October 1, 2021, REAL ID deadline &amp; the impact of the COVID-19 crisis on implementation. 

Click below for more: https://t.co/oHBZnEJFNW"
Mespared,2020-04-21 22:01:32,"Queens, NY",NY,New York,Twitter Web App,,The governor’s blind spot: Inmate with just weeks left on sentence dies of coronavirus at Queens jail https://t.co/1cnjAKGtOa
KevenElliff,2020-04-21 22:01:32,"Port Townsend, WA",WA,Washington,TweetDeck,TrumpFailedAmerica,94% of small businesses didn't get any COVID-19 relief money. #TrumpFailedAmerica Again. https://t.co/mI8WVPpMnq
briannanichols,2020-04-21 22:01:32,"New York, USA",NY,New York,Twitter for iPhone,,"If you receive a text message saying “Someone who came in contact with you tested positive or has shown symptoms for COVID-19 &amp; recommends you self-isolate/get tested,” DO NOT click the link. This is a scam. https://t.co/P2a57N5G6V"
DennisBohannon,2020-04-21 22:01:32,"Laurel, MS",MS,Mississippi,Twitter for Android,,"Medal of Honor recipient Bennie Adkins represented the best of what this country has to offer. With his passing due to COVID-19, America has lost one of its heroes. We remember his life of service and continue to keep his friends and family in our prayers. https://t.co/NU0l80bDoo"
TheVillage_CT,2020-04-21 22:01:32,"Hartford, CT",CT,Connecticut,Hootsuite Inc.,"support, resources, help, COVID19, MentalHealth, experts, TheVillage","CLICK HERE: https://t.co/LIL9F1pbX8 ❤️

Access our growing online resource center for support, information, videos and more to help you navigate the uncertainties of the COVID-19 crisis.

#support #resources #help #COVID19 #MentalHealth #experts #TheVillage https://t.co/yMObvQxZoX"
rkonizeski,2020-04-21 22:01:31,"Camas, WA",WA,Washington,Twitter Web App,,"By 6 to 1

💪🏼📈   A stunning reversal: Trump’s approval plummets among older Americans as he pushes to ‘re-open’ despite COVID-19 crisis   📈💪🏼
https://t.co/XHr9xECljm"
OneeghaCarol,2020-04-21 22:01:31,"Dundee, NY",NY,New York,Twitter for iPhone,,Church Gatherings Are Responsible for More Than Half of Myanmar’s COVID Cases https://t.co/JcxAvLv7oa https://t.co/jUT1BsbALm
BJC_in_NYC,2020-04-21 22:01:31,"New York, NY",NY,New York,Twitter Web App,,A panel of experts convened by the National Institute of Allergy and Infectious Diseases is recommending against a combination of two drugs promoted by President Trump to treat COVID-19 because of potential toxicities. https://t.co/bkeIcws1Ku
AdrianJadic,2020-04-21 22:01:31,"Pennsylvania, USA",PA,Pennsylvania,Twitter for Android,,"They say that one of the symptoms of Covid-19 is that you lose your sense of taste.

I think I might be infected because I just watched ""Too Hot to Handle"" on Netflix and gave it a thumbs up.😵"
DanielsSisterSu,2020-04-21 22:01:31,"Oregon, USA",OR,Oregon,Twitter for iPhone,,Dr. Zelenko has treated more COVID 19 cases than just about anyone. His advice should be given real consideration. https://t.co/LPPSP9IZbZ
freddieclarke_9,2020-04-21 22:01:31,"Rye, NY",NY,New York,Twitter for iPhone,Purdue,"#Purdue researchers engaged in initial research with epidemiological models and predictions of spread of COVID-19.  
➡️Story: https://t.co/GWIZAhmj8x
#PurdueUniversity #TheNextGiantLeap #ComputerScience #DataScience https://t.co/Zbzs2zgOqu"
esham_p,2020-04-21 22:01:31,"Sarasota, FL",FL,Florida,Twitter for iPad,,"New this AM: Stacey Abrams and Andrew Yang announced Project 100, a campaign to provide direct cash payments to SNAP Families during the Covid crisis, with celebrity backers Ariana Grande, Rihanna, Halsey, Stephen Colbert, Julia Louis-Dreyfus and others. https://t.co/fFE2vvA9Ab"
JodiDaniel,2020-04-21 22:01:31,washington DC,DC,District of Columbia,Twitter Web App,,FDA Issues Final Guidance Aimed at Alleviating COVID-19 Drug Shortages through Outsourcing Facilities — Client Alert #TortsLaw https://t.co/zTg3QGK8Ws
jjennychenn,2020-04-21 22:01:31,"Cambridge, MA",MA,Massachusetts,Twitter Web App,,@dlbernson Amazing! Is this data available anywhere in excel/csv form? Would love to make some interactive web plots similar to https://t.co/e9KzGpahkv
PhillyInquirer,2020-04-21 22:01:31,"Philadelphia, PA",PA,Pennsylvania,SocialFlow,,"Don't miss this incredible story from @JeniceArmstrong about a doctor taking COVID-19 testing into her own hands - and her own community.

https://t.co/BIkaushmxg"
ASCRStweets,2020-04-21 22:01:30,Greater Washington DC,WA,Washington,Hootsuite Inc.,,The @EyeWorldMag team reached out to members of our Executive Committee to get their thoughts amid the COVID-19 pandemic. Hear what they had to say. https://t.co/dlI2epiHP8?
NashTechGreen,2020-04-21 22:01:30,"Franklin, TN",TN,Tennessee,TweetDeck,"TipTuesday, fraud, scams","#TipTuesday Protect yourself from COVID-19 #fraud and #scams. Never send money to people you meet online, never provide payment info without verifying the recipient’s identity, and never share personal info that scammers could use to access your accounts. https://t.co/hXr1EjdFEp"
PhiBetaKappa,2020-04-21 22:01:30,"Washington, DC",WA,Washington,Hootsuite Inc.,,"Poh-Shen Loh, national coach of the U.S. International Mathematical Olympiad team, is hosting YouTube Live sessions to teach math skills during the COVID-19 pandemic. https://t.co/cPhiBtI3Tv"
TexasCraigPB,2020-04-21 22:01:30,"DFW, Texas, USA",TX,Texas,Twitter for Android,,Every day is a gift. Yes even Covid-19 days. Choose to celebrate life today and focus on loving God and loving others. Stop enduring and start enjoying your day.
kcmetrobus,2020-04-21 22:01:30,"Seattle, King County, WA, USA",WA,Washington,WordPress.com,,Metro’s Tuesday PM Commute: See Metro Blog for the latest COVID-19 update; Reduced transit schedule is in effect; Transit service is impacted by the West Seattle Bridge closure; try Text for departures tool https://t.co/7ybB2RmYJK
SHADOWHAXX,2020-04-21 22:01:30,"Chicago, IL",IL,Illinois,Twitter for iPhone,,4/21 COVID-19 Daily Briefing https://t.co/7wpaRa0wCg
Manii1209,2020-04-21 22:01:30,"North Carolina, USA",NC,North Carolina,Twitter for iPhone,,COVID-19 hearing some States are opening public businesses as early as Friday. https://t.co/UQZl2wdRh4
RockinRaquel4u,2020-04-21 22:01:30,"Chicago, IL",IL,Illinois,Twitter for iPhone,,"Laura Loomer, “As a result of the COVID-19 lockdown, 22 mil+ Americans R unemployed, &amp; while Americans struggle to pay rent &amp;feed their families. 

It’s time 4 Pelosi’s paycheck to be frozen like her luxury freezer full of gourmet ice cream.”

Plz Donate 
https://t.co/iGp2WEY628 https://t.co/87v96685s0"
AkhavanKayvan,2020-04-21 22:01:29,"Mission Viejo, CA",CA,California,Twitter for iPhone,Covid_19,"More than 40,000 Americans have lost their lives to #Covid_19. 
 
Trump is once again relying on division to distract us from his failure to provide the testing, PPE and tracing that is necessary to save lives and reopen our economy.
 
We’re not falling for it."
dallascitycode,2020-04-21 22:01:29,"Dallas, TX",TX,Texas,Twitter Web App,,Coming soon! Tomorrow we release an updated COVID-19 Dashboard with additional datapoints and expanded information on coronavirus activity in @CityOfDallas. Check here for a link to the new dashboard tomorrow! #data #covid19 https://t.co/sSpzy033ir
ChainsMedium,2020-04-21 22:01:29,"West Palm Beach, FL",FL,Florida,Twitter Web App,,"Provocative and insightful piece by Tim Hingham: The Deep, DEEP depression facing all logistics and trucking businesses

#Covid #logistics #Transportation https://t.co/pSREST1uqr"
Tweeter_IR,2020-04-21 22:01:28,"California, USA",CA,California,Twitter for iPhone,,"""Predictions have been false. Our work is succeeding. We have flattened the curve."" 

Florida Gov. Ron DeSantis commends work the state has done to combat COVID-19. https://t.co/FOH00kvWTM https://t.co/rYmfcNtlP4"
WCTFCU,2020-04-21 22:01:28,Middlebury CT * Danbury CT,CT,Connecticut,Hootsuite Inc.,,For WCTFCU COVID-19 updates follow the link: https://t.co/RHhTRHh6HK https://t.co/ut9xva0khv
TrumpWatch,2020-04-21 22:01:28,"Washington, DC USA",WA,Washington,Twitter for Android,,Viewers of Sean Hannity more likely to die from COVID-19 than those of Tucker Carlson: study https://t.co/2Bj4tonOy5
98cowboys,2020-04-21 22:01:28,"Tucson, AZ",AZ,Arizona,Twitter for iPad,,"I know COVID-19 is causing many people to feel anxious about what the future holds or lonely during this time of social distancing — and that's okay, just know that you're not alone. I've asked my friend, Dr. Vivek Murthy, to share a few tips on how to get through this: https://t.co/Hx9TMlF2zP"
jennykim,2020-04-21 22:01:28,"Washington, DC",WA,Washington,Twitter for Android,,"And I definitely don't want to get into the politically charged hydroxychloroquine debate (since I'm not qualified to have an opinion).

I just think it's interesting to see how quickly things change on this front.

#coronavirus #COVID19 #COVIDー19 #COVID"
KathyMorse0914,2020-04-21 22:01:28,At the beach in NJ,NJ,New Jersey,Twitter for Android,COVID19behindbars,#COVID19behindbars     Activists vow to bail out jail inmates to protect them from COVID-19 https://t.co/qwLLcSDj8G
LLWCnova,2020-04-21 22:01:28,"Mountain House, CA",CA,California,Twitter for iPhone,,"Here is a Senator blaming COVID-19 deaths on underlying conditions, blissfully unaware that these underlying conditions have developed because of — wait for it — a lack of preventative care in the US.

John, you are correct; many Americans have not ever had affordable healthcare. https://t.co/tELNx3F2is"
NLADA,2020-04-21 22:01:27,"Washington, DC",WA,Washington,Hootsuite Inc.,SafeguardJustice,"The California Attorney General has published several resources for victims of domestic abuse to help protect everyone while people are under stay-at-home orders. Read more here: https://t.co/kgQt3j8csE
.
#SafeguardJustice https://t.co/1turkWSK0n"
Genesis_49_14,2020-04-21 22:01:27,"Arizona, USA",AZ,Arizona,Twitter Web App,,"@RealJamesWoods not only is the covid virus image CGI, it was crafted many years ago for this moment:  see Opening Ceremony of 2012 Olympics. Predictive programming? 

https://t.co/LgZzcspJqT"
GlobalPhila,2020-04-21 22:01:27,"Philadelphia, PA",PA,Pennsylvania,Twitter for iPhone,IrishChamberMemberNews,"#IrishChamberMemberNews: @KPMG's webinar on 
April 28th will provide an Update on COVID-19 Legislation and Guidance for Higher Education Institutions

Registration: https://t.co/du4aiX2v2B https://t.co/liDGHQWMqO"
LoudounCoGovt,2020-04-21 22:01:27,"Leesburg, VA",VA,Virginia,Hootsuite Inc.,Loudoun,"See #Loudoun County's daily COVID-19 report: Tuesday, April 21, 2020.
✔PRCS virtual services
✔AAA virtual coffee chat 
✔Finding food in Loudoun County 
https://t.co/Ss0R4IWM1p https://t.co/d3abwFRZ0U"
cavesprite,2020-04-21 22:01:27,"Atlanta, GA",GA,Georgia,Twitter for iPhone,,Real sick of people saying certain states like Florida for instance “deserve” more covid cases bc of their govts making shitty and unsafe decisions. We should be speaking up for fellow Americans in other states and fighting to protect them not blaming masses of innocent people
AlexanderMPadro,2020-04-21 22:01:27,"Washington, DC",WA,Washington,Twitter Web App,,"The Washington Post recently highlighted Bread for the City's critical community testing for COVID-19, featuring George Jones (CEO) and Dr. Randi Abramson (Medical Director). Join us again on Thursday, April 23rd from 1 pm to 3 pm if you need to be tested. https://t.co/spJqGRtRni"
lonelylegend65,2020-04-21 22:01:26,"Hell, MI",MI,Michigan,Twitter for Android,,@annamerlan I remember when Fauci said that goldifsh crackers can cure Covid
kklausser,2020-04-21 22:01:26,"Jacksonville, FL",FL,Florida,Twitter for iPhone,,"Families say they are not sure who to believe as nursing homes, assisted-living facilities point out mistakes in the #Florida Department of Health's list of elder-care facilities with COVID-19 patients. 
FULL STORY: https://t.co/QDH6JpCYgJ"
jennykim,2020-04-21 22:01:26,"Washington, DC",WA,Washington,Twitter for Android,,"As I've said before, I'm neither a doctor nor a scientist, and I have no idea whether the drugs I was given helped me or hurt me or did nothing. 

#coronavirus #COVID19 #COVIDー19 #COVID"
jzinnen,2020-04-21 22:01:25,"Morrison, IL",IL,Illinois,Twitter for iPad,,"43,000+ deaths in 52 days and people are still arguing that Covid-19 is no worse than a bad flu"
jacobsenphoto,2020-04-21 22:01:25,"Maryland, USA",MD,Maryland,Twitter for iPhone,,Coronavirus Panel Recommends Against Use Of Hydroxychloroquine And Azithromycin : Coronavirus Live Updates : NPR https://t.co/60Epnpz8eJ
23WIFR,2020-04-21 22:01:25,"Rockford, IL",IL,Illinois,SocialNewsDesk,BREAKING,"#BREAKING: Goldie B Floberg Center and Milestone are new areas of concern for COVID-19, according to the Winnebago County Health Department. 13 new cases were also confirmed in Winnebago County https://t.co/53wlyqx7uO"
bjcooky1,2020-04-21 22:01:25,"TRUMPVILLE, USA",,,Twitter for Android,,"Senator @MarshaBlackburn just introduced the Stop COVID Act to Congress.

This will hold China financially and legally responsible for their lies.

It will allow Americans to sue China in U.S. court and seek compensation for the harm caused by this virus.

RT if you support this!"
